Location,TST,Tag,Status,Visit
MAZINGA,Plant,20,Died,15
MAZINGA,Plant,24,Died,15
MAZINGA,Plant,25,Died,15
MAZINGA,Plant,26,Died,15
MAZINGA,Plant,30,Healthy,15
MAZINGA,Plant,31,Healthy,15
MAZINGA,Plant,32,Healthy,15
MAZINGA,Plant,35,Healthy,15
MAZINGA,Plant,36,Healthy,15
MAZINGA,Plant,37,Healthy,15
MAZINGA,Plant,38,Sold,15
MAZINGA,Plant,41,Borderline,15
MAZINGA,Plant,42,Healthy,15
MAZINGA,Plant,43,Borderline,15
MAZINGA,Plant,44,Healthy,15
MAZINGA,Plant,45,Sold,15
MAZINGA,Plant,46,Grazing,15
MAZINGA,Plant,47,Grazing,15
MAZINGA,Plant,48,End,15
CHINKHOWE,Plant,50,Healthy,15
CHINKHOWE,Plant,51,Healthy,15
CHINKHOWE,Plant,52,Died,15
CHINKHOWE,Plant,53,Healthy,15
CHINKHOWE,Plant,54,End,15
CHINKHOWE,Plant,57,Healthy,15
CHINKHOWE,Plant,58,Died,15
CHINKHOWE,Plant,59,Healthy,15
